code	sse	code	volunit	decimal_point	name	pre_close	sse	sec
399610	sz	399610	100.0	2.0	TMT50	6144.19677734375	sz	index_cn
399611	sz	399611	100.0	2.0	中创100R	2409.03173828125	sz	index_cn
399612	sz	399612	100.0	2.0	中创100	2121.470703125	sz	index_cn
399613	sz	399613	100.0	2.0	深证能源	3207.975341796875	sz	index_cn
399614	sz	399614	100.0	2.0	深证材料	2866.8310546875	sz	index_cn
399615	sz	399615	100.0	2.0	深证工业	3435.912109375	sz	index_cn
399616	sz	399616	100.0	2.0	深证可选	5583.5185546875	sz	index_cn
399617	sz	399617	100.0	2.0	深证消费	12124.33203125	sz	index_cn
399618	sz	399618	100.0	2.0	深证医药	10096.2734375	sz	index_cn
399619	sz	399619	100.0	2.0	深证金融	5361.783203125	sz	index_cn
399620	sz	399620	100.0	2.0	深证信息	4154.8896484375	sz	index_cn
399621	sz	399621	100.0	2.0	深证电信	4159.4765625	sz	index_cn
399622	sz	399622	100.0	2.0	深证公用	1814.2125244140625	sz	index_cn
399623	sz	399623	100.0	2.0	中小基础	7676.69287109375	sz	index_cn
399624	sz	399624	100.0	2.0	中创400	2045.5068359375	sz	index_cn
399625	sz	399625	100.0	2.0	中创500	1899.4134521484375	sz	index_cn
399626	sz	399626	100.0	2.0	中创成长	1526.613037109375	sz	index_cn
399627	sz	399627	100.0	2.0	中创价值	2083.796142578125	sz	index_cn
399628	sz	399628	100.0	2.0	700成长	1931.2587890625	sz	index_cn
399629	sz	399629	100.0	2.0	700价值	2418.068115234375	sz	index_cn
399630	sz	399630	100.0	2.0	1000成长	1388.3114013671875	sz	index_cn
399631	sz	399631	100.0	2.0	1000价值	1968.115234375	sz	index_cn
399632	sz	399632	100.0	2.0	深100EW	4653.70068359375	sz	index_cn
399633	sz	399633	100.0	2.0	深300EW	5116.20654296875	sz	index_cn
399634	sz	399634	100.0	2.0	中小等权	3520.926513671875	sz	index_cn
399635	sz	399635	100.0	2.0	创业板EW	1718.60986328125	sz	index_cn
399636	sz	399636	100.0	2.0	深证装备	4807.35693359375	sz	index_cn
399637	sz	399637	100.0	2.0	深证地产	1936.168701171875	sz	index_cn
399638	sz	399638	100.0	2.0	深证环保	6023.53515625	sz	index_cn
399639	sz	399639	100.0	2.0	深证大宗	1848.407958984375	sz	index_cn
399640	sz	399640	100.0	2.0	创业基础	2115.933837890625	sz	index_cn
399641	sz	399641	100.0	2.0	深证新兴	2159.247314453125	sz	index_cn
399642	sz	399642	100.0	2.0	中小新兴	1941.7408447265625	sz	index_cn
399643	sz	399643	100.0	2.0	创业新兴	2637.170166015625	sz	index_cn
399644	sz	399644	100.0	2.0	深证时钟	3619.61767578125	sz	index_cn
399645	sz	399645	100.0	2.0	100低波	8967.0771484375	sz	index_cn
399646	sz	399646	100.0	2.0	深消费50	8252.759765625	sz	index_cn
399647	sz	399647	100.0	2.0	深医药50	9779.94140625	sz	index_cn
399648	sz	399648	100.0	2.0	深证GDP	10213.0263671875	sz	index_cn
399649	sz	399649	100.0	2.0	中小红利	2921.3271484375	sz	index_cn
399650	sz	399650	100.0	2.0	中小治理	2266.993408203125	sz	index_cn
399651	sz	399651	100.0	2.0	中小责任	1671.3765869140625	sz	index_cn
399652	sz	399652	100.0	2.0	中创高新	3479.1650390625	sz	index_cn
399653	sz	399653	100.0	2.0	深证龙头	2526.231201171875	sz	index_cn
